paperId,title,year,citationCount,cites_per_year,subfield,fieldsOfStudy,doi,landmark,abstract
W4241774914,Liquid State Machine,2010,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-0-387-30164-8_483,,
W4298357774,Spatiotemporal Pattern Recognition via Liquid State Machines,2010,0,0.0,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,,,"Abstract — The applicability of complex networks of spiking neurons as a general purpose machine learning technique remains open. Building on previous work using macroscopic exploration of the parameter space of an (artificial) neural microcircuit, we investigate the possibility of using a liquid st"
W1968746754,Analysis of the neural hypercolumn in parallel PCSIM simulations,2010,18,1.12,Neuroscience & Comp. Neuro,Neuroscience; Life Sciences,https://doi.org/10.1016/j.procs.2010.04.092,,"Large and sudden changes in pitch or loudness occur statistically less frequently than gradual fluctuations, which means that natural sounds typically exhibit 1/f spectra. Experiments conducted on human subjects showed that listeners indeed prefer 1/f distributed melodies to melodies with faster or "
W1977664984,Information processing using a single dynamical node as complex system,2011,1638,109.2,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1038/ncomms1476,,"Novel methods for information processing are highly desired in our information-driven society. Inspired by the brain's ability to process information, the recently introduced paradigm known as 'reservoir computing' shows that complex networks can efficiently perform computation. Here we introduce a "
W2317995416,Small world topology of dynamic reservoir for effective solution of memory guided tasks,2011,2,0.13,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.3389/conf.fncom.2011.53.00177,,"Event Abstract Back to Event Small world topology of dynamic reservoir for effective solution of memory guided tasks Sakyasingha Dasgupta1*, Poramate Manoonpong1 and Florentin Woergoetter1 1 Bernstein Centre for Computational Neuroscience, III Physikalisches Institut , Department of computational ne"
W2126273023,Parallel Reservoir Computing Using Optical Amplifiers,2011,218,14.53,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1109/tnn.2011.2161771,,"Reservoir computing (RC), a computational paradigm inspired on neural systems, has become increasingly popular in recent years for solving a variety of complex recognition and classification problems. Thus far, most implementations have been software-based, limiting their speed and power efficiency."
W2127957394,Comparing evolutionary methods for reservoir computing pre-training,2011,31,2.07,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2011.6033233,,Evolutionary algorithms are very efficient at finding “optimal” solutions for a variety of problems because they do not impose many limitations encountered in traditional methods. Reservoir Computing is a type of recurrent neural network that allows for the black box modeling of (nonlinear) dynamic 
W2163096286,Automatic detection of epileptic seizures on the intra-cranial electroencephalogram of rats using reservoir computing,2011,40,2.67,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.artmed.2011.08.006,,
W2286892226,Predicting User Movements in Heterogeneous Indoor Environments by Reservoir Computing,2011,19,1.27,Signal Processing & Comms,Computer Science; Physical Sciences,,,Anticipating user localization by making accurate predictions on its indoor movement patterns is a fundamental challenge for achieving higher degrees of personalization and reactivity in smarthome environments. We propose an approach to real-time movement forecasting founding on the efficient Reserv
W2296579025,Connected digit recognition by means of reservoir computing,2011,19,1.27,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.21437/interspeech.2011-192,,"Most automatic speech recognition systems employ Hidden Markov Models with Gaussian mixture emission distributions to model the acoustics. There have been several attempts however to challenge this approach, e.g. by introducing a neural network (NN) as an alternative acoustic model. Although the per"
W2130211399,Are probabilistic spiking neural networks suitable for reservoir computing?,2011,21,1.4,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2011.6033639,,"This study employs networks of stochastic spiking neurons as reservoirs for liquid state machines (LSM). We experimentally investigate the separation property of these reservoirs and show their ability to generalize classes of input signals. Similar to traditional LSM, probabilistic LSM (pLSM) have "
W1970563963,Learning slow features with reservoir computing for biologically-inspired robot localization,2011,16,1.07,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neunet.2011.08.004,,
W2547133670,Photonic reservoir computing and information processing with coupled semiconductor optical amplifiers,2011,9,0.6,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1109/ldnp.2011.6162079,,Reservoir computing is a decade old framework from the field of machine learning to use and train recurrent neural networks and it splits the network in a reservoir that does the computation and a simple readout function. This technique has been among the state-of-the-art for a broad class of classi
W2259388354,Photonic reservoir computing with a network of coupled semiconductor optical amplifiers,2011,11,0.73,Photonics & Optics,Computer Science; Physical Sciences,,,
W2356502688,Survey on Reservoir Computing,2011,3,0.2,General RC / ESN Methods,Computer Science; Physical Sciences,,,"A novel training method for recurrent neural networks,which is called reservoir computing,was proposed with the purpose of dealing with difficulties in the training of the traditional recurrent neural networks.The main idea of the reservoir computing is training only parts of the connection weights "
W2109771330,Learning BOLD Response in fMRI by Reservoir Computing,2011,4,0.27,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/prni.2011.16,,"This work proposes a model-free approach to fMRI-based brain mapping where the BOLD response is learnt from data rather than assumed in advance. For each voxel, a paired sequence of stimuli and fMRI recording is given to a supervised learning process. The result is a voxel-wise model of the expected"
W2303003311,Reservoir computing architectures for modeling robot navigation systems,2011,4,0.27,Photonics & Optics,Computer Science; Physical Sciences,,,"This thesis proposes a new efficient and biologically inspired way of modeling navigation tasks for autonomous mobile robots having restrictions on cost, energy consumption, and computational complexity (such as household and assistant robots). It is based on the recently proposed Reservoir Computin"
W158956418,What Makes a Brain Smart? Reservoir Computing as an Approach for General Intelligence,2011,4,0.27,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-22887-2_51,,
